gurmukhi,shahmukhi,part_of_speech
ਭਾਂਡਾ,بھانڈا,"noun, masculine"
ਘਾਤ ਅੰਕ,گھات انک,"noun, masculine"
ਭਿੰਨਤਾ,بِھنّتا,"noun, feminine"
ਵਖਾਦ,,
ਥੇਵਾ,تھیوا,"noun, masculine"
ਤੁਕਬੰਦੀ,تُکبندی,"noun, feminine"
ਗੰਧੂਲੀ,,
ਕੋਵਾਨਾ,,
ਉਜਾਲਣਾ,,
ਠੇਕਾ ਕਰਨਾ,ٹھیکہ کرنا,conjunct verb
ਢੁ਼ਡ,,
ਦਰੋਹਲ,,
ਫਿਕਰ ਕਰਨਾ,فِکر کرنا,conjunct verb
ਅਲਵਿਦਾ,الوداع,"noun, feminine"
ਨਿਰੋਗੀ,,
ਸੁਸੱਜਿਤ,سُسجِّت,adjective
ਖੱਖਰ ਖਾਧਾ,کھکھّر کھادھا,"adjective, masculine"
ਪੇਸ਼ੀ ਪਾਉਣੀ,پیشی پاؤنی,conjunct verb
ਵੱਟਾ ਲੱਗਣਾ,وٹّا لگّنا,phrase
ਅੰਤਰਗ੍ਰਹੀ,انترگرہی,adjective
ਮਸਾਣ ਜਗਾਉਣ ਵਾਲ਼ਾ,مسان جگاؤن والا,phrase
ਨਿਰ,نِر,prefix
ਬਾੱਚੀ,,
ਊਦਾ ਹੋਣਾ,,
ਹਲਦੀਆ,,
ਚਿਰੋਕਾ,چِروکا,adverb
ਨਿਕੜਾ,نِکڑا,"adjective, masculine"
ਖੋਹ ਮੋਹ,کھوہ موہ,"noun, feminine"
ਪਥ ਵੇਗ,پتھ ویگ,"noun, masculine"
ਲਹਿ ਲਹਿ ਕਰਨਾ,,
ਚਿੱਤਰਾ,چِتّرا,"noun, masculine"
ਲਿਵ ਲੱਗਣੀ,لِو لگّنی,conjunct verb
ਹਟਾਉ,,
ਪੁਲਾਦ,,
ਖੋੱਤੀ,,
ਅਣਬਿੱਧ,,
ਬੀਮਾਰ,بیمار,adjective
ਕੁਲ ਘਾਤ,کُل گھات,"noun, masculine"
ਸੰਘਣਾਪਣ,سنگھناپن,"noun, masculine"
ਕਮਵਾਉਣਾ,,
ਘੋਨਮੋਨ,,
ਡੰਮ੍ਹ,ڈمھّ,"noun, masculine"
ਪ੍ਰਤਿਹਸਤਾਖਰ ਕਰਨਾ,پرتِہستاکھر کرنا,conjunct verb
ਕੱਛੂ,کچھّو,"noun, masculine"
ਦਰਜਨ,درجن,"noun, feminine"
ਛਲਾਰੂ,چھلارو,"noun, masculine"
ਚੁਦਾਸ,,
ਆਸ਼ਾਵਾਦ,آشاواد,"noun, masculine"
ਘਿਰਾਉ,گھِراؤ,"noun, masculine"
ਪੜਾਉਣਾ,پڑاؤنا,"verb, transitive"
ਪ੍ਰੇਮ ਭਗਤੀ,پریم بَھگتی,"noun, feminine"
ਡੂੰਘਰ,,
ਤਤਬੀਰਣ,,
ਆਦਮਖੋਰ,آدمخور,adjective
ਪੁਆਂਦ,پُوآند,"noun, feminine"
ਮੈਦਾਨ,میدان,"noun, masculine"
ਮੰਡਣਾ,منڈنا,"verb, transitive"
ਕੋਲ੍ਹੂ,,
ਮੁਹਾਫ਼ਜ਼,محافظ,"noun, masculine"
ਵੱਤਰ,وتّر,"noun, masculine"
ਨੀਲਾਪਣ,نیلاپن,"noun, masculine/noun, feminine"
ਮਾਲਾ ਮਾਲ ਕਰਨਾ,مالا مال کرنا,phrase
ਜਿਓਂ ਜਿਓਂ,جِیوں جِیوں,adverb
ਕਾਹਲ਼ਾ,کاہلا,"adjective, masculine"
ਯਸੂ,یسو,"noun, masculine"
ਦਿਲਰੁਬਾ,دِل رُبا,"noun, masculine"
ਪਲੇਬਣ,,
ਗੁਰਮਤ,گُرمت,"noun, feminine"
ਸਤੋਤਰ ਸੰਬੰਧੀ,ستوتر سنبندھی,adjective
ਜੌਂ ਦੀ ਸ਼ਰਾਬ,جوں دی شراب,phrase
ਭਟਕਣ,بھٹکن,"noun, feminine"
ਸੁਲ੍ਹਾਕੁਲ,صُلح کُل,adjective
ਧੱਨ,,
ਸ਼ਰੀਫ਼ਜ਼ਾਦਾ,شریف زادہ,"noun, masculine"
ਕਟਾਕਸ਼ ਮਾਰਨਾ,کٹاکش مارنا,conjunct verb
ਕੇਰਾ,کیرا,"noun, masculine"
ਪਟਾਸੀ,پٹاسی,"noun, feminine"
ਹੱਟੀ,ہٹّی,"noun, feminine"
ਖੌਰ੍ਹੇ,کھورھے,"adverb, dialectical usage"
ਹਰਮਲ,ہرمل,"noun, feminine"
ਓਥੇ,اوتھے,adverb
ਜੌਂਧਰ,جوندھر,"noun, masculine"
ਤਿਤਰ ਮਿਤਰਾ,تِتر مِترا,"adjective, masculine"
ਵੱਟਕ,,
ਬਿਸਮਿੱਲਾ,بِسمِلاّ,adverb
ਸਾਕ ਲੈਣਾ,ساک لَینا,conjunct verb
ਚੀਕਣੀ,,
ਪਣਹਾਰਨ,پنہارن,"noun, feminine/noun, masculine"
ਮੀਨੋ,مینو,"noun, masculine"
ਵਯਾਹਤਾ,,
ਨਿਰਾਧਰ,,
ਪਾਮਾਲ ਕਰਨਾ,پامال کرنا,conjunct verb
ਦੁਖ ਪਾਉਣਾ,دُکھ پاؤنا,conjunct verb
ਚੁਗਲ,چُغل,"noun, masculine"
ਸਿਮਤ,سِمت,"noun, feminine"
ਸ੍ਵੈਚਾਲਨ,سوَیچالن,"noun, masculine"
ਮੀਣਾ,مینا,"adjective, masculine"
ਝਰ,جھر,verb
ਜਨਾਹੀ,زناہی,"noun, masculine"
ਗੋਧਾ,گودھا,"noun, masculine"
ਮੁੱਦਰਾ,مُدرا,"noun, feminine"
ਸਰਬੰਗੀ,,
ਮਹੰਤੀ,,
ਮੁਨਾਫ਼ਾ,منافع,"noun, masculine"
ਗੁਲਾਬ,گُلاب,"noun, masculine"
ਖਉ,کھؤ,"noun, masculine"
ਵਾਸਨਾ,,
ਸੰਬੋਧਨੀ,سنبودھنی,adjective
ਉਦਮਾਦਾ,,
ਨਿਕਲ ਕਰਨਾ,نِکل کرنا,conjunct verb
ਗੱਠੜ,گٹھّڑ,"noun, masculine"
ਲੁਣ,لُن,verb
ਕਮਰਖ,کمرکھ,"noun, masculine"
ਚਾਂਭਲ਼ਨਾ,چانبھلنا,"verb, intransitive"
ਲਾਇਬ੍ਰੇਰੀਅਨ,لائبریرین,"noun, masculine"
ਵਿਦ੍ਰੋਹ,وِدروہ,"noun, masculine"
ਪੱਛਮ,پچّھم,"noun, masculine"
ਨੇਜ਼ਾਬਾਜ਼,نیزاباز,"noun, masculine"
ਸਬੂਣ,سبون,"noun, masculine"
ਡਗਡਗਾਉਣਾ,,
ਗਰਾਰੇ ਕਰਨਾ,غرارے کرنا,conjunct verb
ਮੁਸਕਣ,,
ਚਲੀਹਆ,,
ਆਂਕਣਾ,آنکنا,"verb, transitive"
ਆਗਿਆ ਦੇਣੀ,آگیا دینی,conjunct verb
ਨੀਂਗਿਰ,,
ਪਾਚਨ ਪ੍ਰਬੰਧ,پاچن پربندھ,"noun, feminine/noun, masculine/noun, feminine"
ਕੁਦਵੈਯਾ,,
ਤੁਫਾਨ,طوفان,"noun, masculine"
ਸਰਨਗਰ,,
ਧੂਫ ਕਢਾਉਣੀ,دھوپھ کڈھاؤنی,phrase
ਵਾਰਸ,وارث,"noun, masculine"
ਹਿਕਡ਼ਾ,,
ਸਕੀਮ,سکیم,"noun, feminine"
ਆਲਮ,عالم,"noun, masculine"
ਖੁੱਡਾ,کھُڈّا,"noun, masculine"
ਢੂਲਾ,ڈُھولا,"noun masculine, dialectical usage"
ਹਠਾਹਾਂ,,
ਕਮਦਿਲੀ,کمدِلی,"noun, feminine"
ਬ੍ਰਹਮ ਭੋਜ,برہم بھوج,"noun, masculine"
ਮਚਕਣਾ,,
ਹੀਜਪਿਆਜ,,
ਲੰਘਾਈ,لنگھائی,"noun, feminine"
ਹੁੰਡਵੀ,,
ਮੁੱਛਲ,مُچھّل,"adjective, masculine"
ਬਨਸੀ,بنسی,"noun, feminine"
ਗਾਲਡ਼ੀ,,
ਉਤਾਵਲਾ,اُتاولا,"adjective, masculine"
ਘਾੱਤੀ,,
ਸੋਅਕ,,
ਢਲਕ,,
ਕਰਾਰਾ,کرارا,"adjective, masculine"
ਮੁਆੱਤਾ,,
ਉਜਲਾਈ,,
ਕਸਾ,کسا,"noun, masculine"
ਖਰਚਖਾਹੀ,خرچ خاہی,"noun, feminine"
ਵਹਰ,,
ਜਮਾਲ,جمال,"noun, masculine"
ਪਾਚਨ ਸ਼ਕਤੀ,پاچن شکتی,"noun, feminine"
ਲੁੱਡੀ ਪਾਉਣੀ,لُڈّی پاؤنی,conjunct verb
ਢਕਣ,,
ਕ੍ਰੋਧ,کرودھ,"noun, masculine"
ਖੁਸ਼ਬੂ,خوشبو,"noun, feminine"
ਨੀਲਸਬੰਦ,,
ਬਾਂਗਰ,بانگر,"noun, masculine"
ਲੰਗੁ,,
ਪੱਖਾ,پکھّا,"noun, masculine"
ਫਡ਼ਾਉਣਾ,,
ਸੁੱਚ ਸੰਜਮ,سُچّ سنجم,"noun, masculine"
ਹਿੱਮਤੀ,,
ਕਾਗਾ,,
ਢਿਗਾਰਾ,,
ਕੁਰਿ,,
ਗੋਲ਼ਾ ਸੁੱਟਣਾ,گولہ سُٹّنا,conjunct verb
ਨੁਆਜੀ,,
ਤਿਮਣਾ,,
ਬੈਟ,بَیٹ,"noun, masculine"
ਮਾਰਚ,مارچ,"noun, masculine"
ਖਾਧੜ,کھادھڑ,adjective
ਝਰੇਵਾ,,
ਬਦੂੱ,,
ਗਰਰਾ,,
ਨਪੀੜਨਾ,نپیڑنا,"verb, transitive"
ਸੀਰ ਫੁੱਟਣੀ,سیر پھُٹّنی,phrase
ਲਕਦਾ,لکدا,"noun, masculine/noun, feminine"
ਵਹਾਈਂ,وہائیں,"noun, feminine"
ਸਨੇਹੀਂ,,
ਪਿੱਠ ਦਿਖਾਉਣੀ,پِٹھّ دِکھاؤنی,phrase
ਉਦਯੋਗੀਕਰਨ,اُدیوگیکرن,"noun, masculine"
ਭੁਆਂਟਣੀ,بھُوآنٹنی,"noun, feminine"
ਬਨਾਤ,بنات,"noun, feminine"
ਨਾਬਾਲਗ,نابالغ,adjective
ਅਚੰਬਾ,,
ਫਾੱਟਣਾ,,
ਪੂਜ,پُوج,verb
ਦਗਾ ਕਰਨਾ,دغا کرنا,phrase
ਪਸਤੀ,پستی,"noun, feminine"
ਭਾਵਾਰਥ,بھاوارتھ,"noun, masculine"
ਘੱਮਾਘੱਮ,,
ਸੁੱਕਰ,,
ਤਾਮੇਸਰ,تامیسر,"noun, masculine"
ਟਾਈਮ,ٹائم,"noun, masculine"
ਸਾਂਧੀ,,
ਸ਼ੁੱਕਰਵਾਰੀ,شکرواری,adjective
ਬੇਵਾ,بیوہ,"adjective & noun, feminine"
ਸੁੰਨਵਾਦ,سُنّواد,"noun, masculine"
ਸੂੰਕਣਾ,,
ਰੋਕੂ,,
ਢੱਕਣ,ڈھکّن,"noun, masculine"
ਪੈਰ ਦਾ ਅੰਗੂਠਾ,پَیر دا انگوٹھا,phrase
ਚਾਮਲ,,
ਅਣਸਿੱਖਆ,,
ਲਾਲਾ,لالا,"noun, masculine"
ਬਛੇਰਟੂ,,
ਮਸੋਸਣਾ,مسوسنا,"verb, intransitive"
ਨਾਗਰਿਕ,ناگرِک,"noun, masculine"
ਅਡ਼ੇਸ,,
ਯਰਕਾਟ,یرکاٹ,"noun, masculine"
ਰਿਡ਼ਕਾਉਣਾ,,
ਲਿਫ਼ਟ ਚਾਲਕ,لِفٹ چالک,"noun, masculine"
ਬਰਤਣ,,
ਚੀਕ ਚਿਹਾੜਾ ਪੈਣਾ,چیک چِہاڑا پَینا,phrase
ਦਿਲ ਸੰਬੰਧੀ ਵਿਗਿਆਨ,دِل سنبندھی وِگیان,phrase
ਨਸਲਵਾਦੀ,نسل وادی,adjective
ਅੰਦੋਲਨਕਾਰੀ,اندولنکاری,adjective
ਪਰਾਹੁਣਾ,پراہُنا,"noun, masculine"
ਦਿਆਲਤਾ,دیالتا,"noun, feminine"
ਖੋਂਬੀ,,
ਸਾਰਜੰਟੀ,سارجنٹی,"noun, feminine"
ਛੱਬਾ,چھبّا,"noun, masculine"
ਬਾਹਡ਼ਬਿਲਾੱ,,
ਬੀਂਡਾ,بینڈا,"noun, masculine"
ਰੇਮ,,
ਮੁਸਤਹੱਕ,مُستحق,adjective
ਸ਼ੂਮ,شوم,"adjective, dialectical usage "
ਸਰਾਪਤ,,
ਉਤਰਣਾ,,
ਕਾਣਾਂ,,
ਮੋਗਰੀ,موگری,"noun, feminine"
ਘਾਉਲ,,
ਖਰਾਸ਼ ਆਉਣੀ,خراش آؤنی,conjunct verb
ਹਮਦ,حمد,"noun, feminine"
ਜੋਤਣਾ,جوتنا,"verb, transitive"
ਜਰੂਰਤ,ضرورت,"noun, feminine"
ਹੋਰੀ,,
ਪੂਰਤੀ ਕਰਨੀ,پُورتی کرنی,conjunct verb
ਜਿਨਸੀ,جِنسی,adjective
ਹੇਲਾ,,
ਉਢਾਉਣਾ,,
ਸੰਜਾ,,
ਭੂਮੀ,بُھومُی,"noun, feminine"
ਢਿੱਬਾ,,
ਆਯੋਗ,آیوگ,"noun, masculine"
ਬੇਕਰਾਰੀ,بے قراری,"noun, feminine"
ਬਾਨਵੇਂ,بانویں,adjective
ਨਲ਼,نل,"noun, masculine"
ਮਾਲਣ,مالن,"noun, feminine"
ਜਹਾਨ,جہان,"noun, masculine"
ਸਹਿਖੰਡ,سہِکھنڈ,"noun, masculine"
ਜੀਵਰਣਾ,,
ਹੱਰਲ,,
ਗੁਸਲ ਕਰਨਾ,غُسل کرنا,conjunct verb
ਭੂਰੀ,,
ਖੱਬੀ,کھبّی,"noun, feminine"
ਚਾਬੂ,,
ਭਖਨਾ,,
ਕਟਵਾਈ,کٹوائی,"noun, feminine"
ਮਲਕੜੇ,ملکڑے,adverb
ਹਾਥੀ ਦੰਦ,ہاتھی دند,"noun, masculine"
ਉੱਭਰਣਾ,,
ਇਕਾਂਤਵਾਸ,اِکانتواس,"noun, masculine"
ਸੁਦਾਬ,,
ਇਮਾਨ,ایمان,"noun, masculine"
ਕਾਕਡ਼ਾ,,
ਅਕਹਰਾ,,
ਪਿਸ਼ਾਬਖ਼ਾਨਾ,پیشاب خانہ,"noun, masculine"
ਮਰੋੜ,مروڑ,"noun, masculine"
ਸ਼ਗੂਫ਼ਾ,شگوفہ,"noun, masculine"
ਲਸ਼ਤੇ,,
ਟੇਵਾ,ٹیوا,"noun, masculine"
ਵਿਲੈਤੀ,,
ਵਿਸਾਹ,وِساہ,"noun, masculine"
ਆਹਿਣ,,
ਕਰਤਰੀਵਾਚ,کرتری واچ,"noun, masculine"
ਟਾਂਟੀ,,
ਔਖ ਸੌਖ,اَوکھ سَوکھ,"noun, feminine"
ਕੋਚਵਾਨ,کوچوان,"noun, masculine"
ਕਡ਼੍ਹ,,
ਮਕਤੂਲ,مقتول,"noun, masculine"
ਬਾਹਯਾ,,
ਚੌਂਕੀ,چونکی,"noun, feminine"
ਟਿਕਾਉ,,
ਚ,چ,"noun, masculine"
ਸੀਹਨ,,
ਪੁਸਤਕਾਂ ਛਾਪਣ ਵਾਲ਼ਾ,پُستکاں چھاپن والا,phrase
ਕਮੇਠੀ,,
ਜਾਦੂ,جادو,"noun, masculine"
ਕੁੱਮੀ,,
ਰਾਗ ਅਲਾਪਣਾ,راگ الاپنا,conjunct verb
ਜਸ,,
ਪਿਓਂਦ ਲਾਉਣੀ,پِیوند لاؤنی,conjunct verb
ਹੁੰਦੜਹੇਲ,ہُندڑہیل,adjective
ਕਿੰਨਾ ਕੁ,کِنّا کُ,"adjective, masculine"
ਚੱਕਰ ਵਿਚ ਪਾਉਣਾ,چکّر وِچ پاؤنا,phrase
ਕੋਯਲ,,
ਬੋਟਿੰਗ,بوٹِنگ,"noun, feminine"
ਉਂਮਸ,اُنمس,"noun masculine, dialectical usage"
ਮੂੰਦੀ,,
ਕਿਰਸਣ,,
ਉਘੇੜਨਾ,اُگھیڑنا,"verb, transitive"
ਮੁਰਗਾ,مُرغا,"noun, masculine"
ਗੈੱਸਟ ਹਾਊਸ,گَیسّٹ ہاؤس,"noun, masculine"
ਦਿਲ ਚੀਰਵਾਂ,دِل چیرواں,"adjective, masculine"
ਪ੍ਰਪੰਚ,پرپنچ,"noun, masculine"
ਢਕੀਜਣ,,
ਰਾਂਝਣ,,
ਤਰਾਪ,,
ਸਰਕਰਦਗੀ,سرکردگی,"noun, feminine"
ਉਘੇਡ਼ਣਾ,,
ਖਸ ਦੀ ਟੱਟੀ,خس دی ٹٹّی,"noun, feminine"
ਮਸਾਨੀਆ,,
ਰੋਟੀ ਵਰਜਣੀ,روٹی ورجنی,conjunct verb
ਫਰੋਗ ਦੇਣਾ,پھروگ دینا,conjunct verb
ਰੰਡੀਰੋਣਾ,رنڈی رونا,"noun, masculine"
ਗਾਂਡ,,
ਬੇਡੌਲ਼,بیڈول,adjective
ਫੜਾਹ ਮਾਰਨਾ,پھڑاہ مارنا,phrase
ਚੇਖ,,
ਲੁਰੀ,,
ਰਿਖਸੀ,,
ਵਿਕਾਰ,وِکار,"noun, masculine"
ਸ੍ਰਿਸ਼ਟੀ,سرِشٹی,"noun, feminine"
ਚਿਤਾਉਣਾ,چِتاؤنا,"verb, transitive"
ਮੱਕੂ ਠੱਪਣਾ,مکُّو ٹھپّنا,phrase
ਲੀਲਕ,,
ਨੱਠ,نٹھّ,verb
ਔਂਸਰ,,
ਬਿਹਾਝਣਾ,,
ਨੁਚਾਉਣਾ,,
ਅਧੀਨ ਕਰਨਾ,ادھین کرنا,conjunct verb
ਬਹਿਸਤ,,
ਲੱਗ ਲਬੇੜ,لگّ لبیڑ,"noun, masculine"
ਅਹੂਤੀ,اہوتی,"noun, feminine"
ਸੱਤਿਆਨਾਸ ਕਰਨਾ,ستّیاناس کرنا,conjunct verb
ਕਬਜ਼ੀ,قبضی,adjective
ਟੈਂ ਟੈਂ,ٹَیں ٹَیں,"noun, masculine"
ਕਜਾਕੀ,,
ਛਿਔਰਾ,,
ਗੁਣਕਾਰੀ,گُن کاری,adjective
ਮਮੇਸੀਆਂ,,
ਡਿੰਭ,ڈِنبھ,"noun, masculine"
ਸਮਾਚਾਰ,سماچار,"noun, masculine"
ਜਰਾਸੀਮ,جراثیم,"noun, masculine"
ਸੰਜੀਦਗੀ,سنجیدگی,"noun, feminine"
ਸੱਚ ਮੁੱਚ,سچ مُچّ,adverb
ਸੂਰਜ ਅਸਤ ਹੋਣਾ,سورج است ہونا,phrase
ਟੈਂਕੀ,ٹَینکی,"noun, feminine"
ਲੂਲਾ,,
ਚਰਬਿਲਾੱ,,
ਬਤੈਲ,,
ਦੁਖ ਜਾਣਾ,دُکھ جانا,conjunct verb
ਹੁੰਮ੍ਹਸ,ہُمّھس,"noun, feminine"
ਵਿਧਾਨ ਸਭਾ,وِدھان سبھا,"noun, feminine"
ਗੱਸਾ,,
ਖਿੱਚ,کِھچّ,"noun, feminine"
ਡਬਲ,ڈبل,adjective
ਟਾਹਣੀ,ٹاہنی,"noun, feminine"
ਫੈਲਸੂਫੀ,,
ਸੁੰਞ,سُننج,"noun, feminine"
ਕੋਕਰਾਯਾ,,
ਖੁਰਕ  ਹੋਣੀ,کھُرک  ہونی,conjunct verb
ਤਾਰਾ ਗਣ,تارہ گن,"noun, masculine"
ਘੁੱਮਣਾ,,
ਪਾਂਡੂ ਲਿਪੀ,پانڈو لِپی,"noun, feminine"
ਵੱਲੋਂ,ولّوں,preposition & adverb
ਤੁੰਨ,تُنّ,verb
ਸੁਹਾਗ ਰਾਤ,سُہاگ رات,"noun, feminine"
ਉਬਸਾਟ,,
ਮਨ ਮਤ,من مت,"noun, feminine"
ਬਗਲਾ ਭਗਤ,بگلا بھگت,"noun, masculine"
ਪਸ਼ਕੰਦ,,
ਹਥੌਡ਼ੀ,,
ਮੁੱਲ ਟੁੱਕਣਾ,مُلّ ٹُکّنا,phrase
ਊਜਣ,,
ਇਕਲਾਈ,,
ਨੜ੍ਹਿਨਵਾਂ,نڑِھنواں,"adjective, masculine"
ਜਲੋ,,
ਰਿਵਾਜਨ,رِواجن,adverb
ਬਿਡੱਣਾ,,
ਪਿੰਡ ਭਰਾਉਣਾ,پِنڈ بھراؤنا,conjunct verb
ਸਾਡ਼ਾ,,
ਹਿਣਕਾਰ,ہِنکار,"noun, feminine"
ਦਾਹਿਆ,داہیا,adjective
ਰੇੱਤਾ,,
ਸਵਾਰਥਵਾਦ,سوارتھواد,"noun, masculine"
ਦੂਰ ਦਰਸ਼ੀ,دُور درشی,adjective
ਬ੍ਰਹਿਮੰਡ,برہِمنڈ,"noun, masculine"
ਸੁਕਾਉਣਾ,سُکاؤنا,"verb, transitive"
ਸੱਚ ਖੰਡ,سچ کھنڈ,"noun, masculine"
ਚੁਸਤ ਕਰਨਾ,چُست کرنا,conjunct verb
ਤਿਹਾਤ,,
ਉਲਟਣਾ,,
ਉਣਾਹਟ,,
ਬਣਾਉਟੀ,بناؤٹی,adjective
ਖੁੱਲ,کُھّل,"noun, feminine, dialectical usage"
ਡ੍ਰੰਮ,ڈرمّ,"noun, masculine"
ਲੋਫ਼ਰ,لوفر,"adjective & noun, masculine"
ਗਗਡ਼ੀ,,
ਜਾਲ੍ਹਸਾਜੀ,جعل سازی,"noun, feminine"
ਮੁਕਾਮ ਕਰਨਾ,مقام کرنا,conjunct verb
ਇਮਤਿਆਜ਼ੀ,اِمتیازی,adjective
ਵਾਂਡ਼,,
ਅੱਠੇ ਪਹਿਰ,اٹھّے پہر,adverb
ਬੈਰਾਗਣ,,
ਤੜਫਾਊ,تڑپھاؤ,adjective
ਠਾਹ ਵੱਜਣਾ,ٹھاہ وجّنا,phrase
ਬੱਖੋਬਖੱ,,
ਫਿਰਾਊ,,
ਸਿਰ ਖਪਾਈ,سِر کھپائی,"noun, feminine"
ਸ੍ਵਾਮੀ ਭਗਤ,سوامی بھگت,adjective
ਹਾਡ਼ਣਾ,,
ਇਜਲਾਸ,اِجلاس,"noun, masculine"
ਬੇਕਿਰਕੀ,بے کِرکی,"noun, feminine"
ਸਕਤਾ,سکتا,"adjective, masculine"
ਤਿਬਾਰਾ,,
ਕੁਦਾਲ,,
ਪਛਤਾਵਾ,پچھتاوا,"noun, masculine"
ਦਿਨੇ,دِنے,adverb
ਬੁੱਤਖਾਨਾ,بُتّخانہ,"noun, masculine"
ਸਤਾਨਵੇਂ,ستانویں,adjective
ਤਿੱਤਰ ਬਿੱਤਰ,تِتّر بِتّر,adjective
ਸ਼ਰਧਾਲੂ,شردھالو,"noun, masculine"
ਜੇਉਣਾ,,
ਅਲਗੋਜਾ,الغوزہ,"noun, masculine"
ਕਾਵਿ ਰੂਪ,کاوَ رُوپ,"noun, masculine"
ਬੀਮਾਰੀ,,
ਮਲਿਕ,ملِک,"noun, masculine"
ਸਤਾਹਰਾ,,
ਲਗਾਮ ਦੇਣੀ,لگام دینی,phrase
ਗਹਿਰ,گہِر,"noun, feminine"
ਅਸੀਂ,اسیں,pronoun
ਰਾਹ ਵਿਚ ਅੱਖਾਂ ਵਿਛਾਉਣੀਆਂ,راہ وِچ اکّھاں وِچھاؤنیاں,phrase
ਜੁੱਲਡ਼,,
ਕਛਵਾਹਾ,,
ਪੁਚਕਾਰ,پُچکار,"noun, feminine"
ਬੁੱਧੀ,بُدّھی,"noun, feminine"
ਹੰਸਾ,,
ਥੱਡਾ,تھڈّا,"noun, masculine"
ਸਿਧਾਰਨਾ,سِدھارنا,"verb, intransitive"
ਗਦਕਾ,,
ਤਾਨਾਸ਼ਾਹ,تاناشاہ,"noun, masculine"
ਕੁਜਡ਼ੀ,,
ਅਨੰਤ,اننت,adjective
ਕਰਾਂਤੀਵਾਦੀ,کرانتیوادی,adjective
ਪੱਠਾ ਦੱਥਾ ਕਰਨਾ,پٹھّا دتّھا کرنا,phrase
ਦੰਤੀ,دنتی,adjective
ਪੁਤਲੀ,پُتلی,"noun, feminine"
ਆਤਸ਼ਬਾਜ਼ੀ,آتشبازی,"noun, feminine"
ਇੱਕ ਸਾਰਤਾ,اِک سارتا,"noun, feminine"
ਮਾਸਟਰੀ,ماسٹری,"noun, feminine"
ਨਾਂਹਵਾਚੀ,نانہواچی,adjective
ਧੂਨੂ,,
ਧੈਣ,,
ਵਾਵਰੋਲ਼ਾ,واورولا,"noun, masculine"
ਬਨਫਸ਼ਾ,,
ਪ੍ਰਤਿਪਾਦਨ,پرتِپادن,"noun, masculine"
ਤੁਲਵਾਉਣਾ,تُلواؤنا,"verb, transitive"
ਪਿਪਲੀਹੀ,,
ਵਰਿਧੀ,ورِدھی,"noun, feminine"
ਕੁਟਨ,,
ਮਰਸੋਂ,,
ਤਾਮਨ,,
ਤਡ਼ਫਣਾ,,
ਧੱਬ ਕਚੌਰੀ,,
ਸਿਆਬਾ,,
ਅਜਰ,اجر,adjective
ਵਿਲੰਬ,وِلنب,"noun, masculine"
ਸਾਦੀ,,
ਸਾਰ ਕੱਢਣਾ,سار کڈّھنا,conjunct verb
ਜੋਰਾਵਰੀ,زوراوری,"noun, feminine"
ਬੇਉਮੀਦ,بے اُمید,adjective
ਦਖਲਾਵਾ,,
ਸੁਖ,سُکھ,"noun, masculine"
ਮੁਥਾਰਕ,,
 ਖਿੰਡਰਨਾ, کھِنڈرنا,"verb, intransitive"
ਛਬੀਲਾ,چھبیلا,"adjective, masculine"
ਤੁਹਾ,,
ਚੌਸਰ,چوسر,"noun, masculine"
ਸਿਰ ਦਰਦ,سِر درد,"noun, feminine"
ਸੋਲ਼੍ਹੀਂ,سولھیں,adverb
ਮੰਝੈਲ,,
ਵਿੱਥ ਪੈਣੀ,وِتھّ پَینی,conjunct verb
ਫੈਰ,پھَیر,"noun masculine, colloquial"
ਮਸਵਾਣੀ,مسوانی,"noun, feminine"
ਦੇਵ ਸਮਾਨ,دیوَ سمان,adjective
ਚੁਲੜਾ,چُلڑا,"adjective, masculine"
ਟੱਲ,ٹلّ,"noun, masculine"
ਨਿਕਾਸ,نِکاس,"noun, masculine"
ਘੁੰਗਚੀ,,
ਹਮਰਾਹ,ہم راہ,adverb
ਸਰਬਾਨਣੀ,,
ਆਗਾਜ਼,آغاز,"noun, masculine"
ਚਪਲਤਾ,چپلتا,"noun, feminine"
ਨ੍ਹਾਉਣ,نہاؤن,"noun, masculine"
ਗਾਉਂ,گاؤں,"noun, masculine"
ਉੱਧੜ ਗੁਧੜਾ,اُدّھڑ گُدھڑا,"adjective, masculine"
ਮੀਟ੍ਹੀ,میٹھی,"noun, feminine"
ਮੁਕੈਸੀ,,
ਚੀਣਾ,چینا,"noun, masculine"
ਗੰਦ,گند,"noun, masculine"
ਮਾਤ ਵੰਸ਼ੀ,مات ونشی,adjective
ਜਿਮੀਂਦਾਰ,ذمیندار,"noun, masculine"
ਜਿਠੀਯਾ,جِٹھیا,"noun, masculine"
ਰਕਾਬੀ,رکابی,"noun, feminine"
ਅਕਿਰਤ ਘਣ,,
ਮੋਚਮ,,
ਬੰਬਲ,,
ਤਖਸੀਰ,,
ਕੱਛੀ,کچھّی,"noun, feminine"
ਰਵਨ,,
ਦਾਉਤੀ,,
ਗੋਰਾ,گورا,"adjective, masculine"
ਗੋਣੀ,,
ਥੰਮ੍ਹੀ ਦੇਣੀ,تھمّھی دینی,conjunct verb
ਅਗਾਮੀ,اگامی,adjective
ਅਬਾਸੀ,,
ਬਿਹੋਗੀ,,
ਦਹਾ,,
ਮੇਤਰੀ,,
ਤੁਲਸੀ,تُلسی,"noun, feminine"
ਲਾਵਾਰਸ,لاوارث,adjective
